review,label
"""I have taken Tamoxifen for 5 years. Side effects are severe sweating and depression. I have been taking Effexor XR longer than I have been on Tamoxifen. My Oncologist increased the Effexor dosage from 75 mg to 150 mg per day. She assure me the Effexor and Black Cohoosh would STOP the sweating...NOT. SWEATING INCREASED AND I AM MORE DEPRESSED THAN EVER. I had a sonogram last month that revealed a very small fibroid and fluid in my uterus. Got an appointment with GYN next week to see how she wants to handle the uterus problem. """,0
"""I've been taking Lexapro (escitaploprgram) since February. First, I'd like to mention that you can NOT take this drug for a week or less and expect to magically feel better; I felt really sick the first two weeks on this drug. But you HAVE to give the drug time. For me, I didn't really start noticing the drugs positive effects for about two months. I took Zoloft before this and felt like it made me too tired and absent-minded. Luckily, Lexapro doesn't seem to have this effect (although I do drink caffeinated drinks). I like Lexapro not only because my anxiety and depression is completely gone, but I feel like I can finally handle everything in my life now (I'm a working full-time college student). I highly recommend this drug.""",0
"""I have been taking Wellbutrin for 6 months. It has changed my life. I have suffered with depression my whole life (I am 41) and only finally got help after being admitted to a psychiatric facility. The first two weeks on Wellbutrin were horrible. I had severe anxiety and gastrointestinal issues. I ate broth and crackers for a week! But every single side effect was gone in about 3 weeks. I sure know it doesnt work for everyone, but it certainly has for me. I know it can be scarey to try new medication, but give it a go; it might be the one for you.""",0
"""I love this pill and I'm surprised it has so many poor reviews on this website, but I guess it really goes to show you that it's all about finding a form of birth control that works for you. For me, Mononessa is just that. PROS: Cheap (I only pay about $10/month, but I was getting it free for a while) with no negative emotional or mental effects (I find this pill actually increases my mood!). I used to have extremely painful cramps on the first two days of my period, but that pain has dramatically decreased since taking this pill. Lingering acne on my face has also vanished. CONS: Occasional light spotting with a small breakout a week or so before period. I have gained a few extra pounds, but I've managed most of it with diet and exercise.""",0
"""I have taken Yasmin for 4 months. 1st month had increased acne, headaches, nausea, tender breasts and slight irritability. Half way through 2nd month skin started to improve and side effects stopped. My period came on 2nd day of taking white placebo pill. Usually the week before my period I have painful cramps and have to take pain killers, this time there was no bloating or cramps and pain. On the 3rd month and my skin is starting to heal and look a lot clearer, periods are normal and pain free.  Only mild discomfit half an hour before my period starts. Yasmin will make your skin breakout when you first start taking it, but it will start to improve. After I wash my makeup off I can't believe how clear my skin is.""",0
"""Just started taking Vyvanse. Before I was taking Adderall 30mg XR and I'll tell you Vyvanse works so much better. Vyvanse stays active until it wears off. The only bad part is, sometimes it will stop working for like 5 minutes and then it will start working wonders again. It helps me get my work done and it helps me stay in control and very focused all day long while I'm working. Before I started taking Vyvanse I couldn't concentrate what so ever. And I would never get my work done. It also makes me feel the best that I have ever felt in my whole life. If it wasn't for Vyvanse I would probably be fired. I'm 24 and I finally get to enjoy life. To the people who made Vyvanse god bless you.""",0
"""I am 50 years old I had a Total Abdominal Hysterectomy in April and have been suffering wicked hot sweats.  I would sweat so badly that my hair, legs feet, hands and face would get wet...so disgusting.  It would take me a while to dry off.  I started this patch on Monday and within 12 hours, I noticed a difference and within 24 hours, the wet sweats were gone.  I have to keep all the fans on in my house and have an industrial fan that I would stand in front of during my flashes.  Yesterday ( day 2), I did not have to turn on a single fan and my wet sweats are completely gone. I only had a headache the first night and now I feel fantastic and normal.  I still have the occasional hot flash but it is short and I don't break out in a sweat.""",0
"""Hello ladies! As like everyone else I'm here to share my story to help ease some minds. I had unprotected sex on June 11 at about 4 or 5 in the morning. I took the pill on June 12 at approximately 11:30am, so a little over 24 hours but under 48. I had no symptoms at all, absolutely nothing. No bloating, spotting or stomach cramps. I was supposed to start my period on June 19. (Keep in mind I track my period so I wasn't ovulating or supposedly fertile at the time we had sex). Here I am on June 20th writing this review because I just Started my period earlier in the day, my period was only a day late. Plan B does it's job. Try not to stress because stressing does no good. Good luck everyone ?дя╕П""",0
"""I've been on Belviq for 7 weeks and have lost 17 lbs already! I have hypothyroidism so I have been unable to lose weight despite trying (and sticking with) pretty much every weight loss diet or supplement available. Belviq was a last resort and I am so glad I tried it. I did have some mild headaches the first few days and my brain seemed to be on overdrive. I actually had trouble sleeping initially although most reviewers say they slept better after trying Belviq.

I am also doing the Fast Diet (5:2 diet) 2 non-consecutive days of the week so I do think that helps. I had been doing the Fast Diet 4 months prior to starting Belviq, but only was losing about a 1/2 lb a week.. so the Fast Diet is not very impressive on it's own.""",0
"""I have been taking Sprintec for about two years. The first day of my period is still slightly painful, but the pill is extremely effective. My boyfriend finishes inside of me every time we have sex for almost a year now and I have yet to get pregnant.""",0
"""I have a rare disease called Systemic Mastocytosis that presents a varying number of symptoms caused by too much histamine being released in my body.  Hydroxyzine relieved constant anxiety, fatigue, and muscle/bone pain.  It also calms the nervous system down when I am itchy.""",0
"""I've had diarrhoea for 3 days now with minimal sleep, constant abdominal pains. 
&bull;First of I started feeling ill with minor headaches fever like. 
&bull;Second day I was throwing up with nothing left in my body feeling weak and restless 
&bull;Third day I had diarrhoea every hour leaving me feeling drained. Night time was impossible to sleep constant bowel movement.
I read about Imodium not thinking I could use this whilst having this virus. 
Had to take two to start with didn't work then took two more after each bowel movement then I had few abdominal aches. The 10 minuets it started working!""",0
"""After the initial, hard to get through side effects. I stuck with the Geodon and it has helped me greatly. I'm not as moody, and like some other peoples' reviews I saw, I'm not as hostile. I'm taking 160mg/night and due to severe stress my doctor added another 60mg in the morning. I'm over the sleepiness, but do get restless at times. I keep reading about the horror stories about this medicine, but for me it works well in conjunction with my Lamictal and Klonopin and Prozac.""",0
"""Ceftin is the only antibiotic that cured my Lyme Disease after trying others.   I have been symptom free for many years now.  I took it for 6 weeks.""",0
"""I'm a 22 year old male with a horrible case of ADHD. In the past I've taken Adderall which made me absolutely nuts. Since starting Vyvanse I have noticed the euphoric high feeling is gone and the focused, mellow feeling kicking in. I take 70mg daily and it lasts me a solid 10 hours. Wish I had been on this medicine from the start!""",0
"""My first pack was a nightmare. Horrible nausea, zero sex drive & I felt so bloated all the time. After my first pack, things went smoother. I've gained about 15 lbs in the 8 months I've been on it but that may not be the pill's fault. The worst part is how this pill has changed the way my secretions smell I tried everything to change this thinking it was my diet. I'm now off the pill and everything has gone right back to normal. I will probably stay off now for this reason.""",0
"""I sincerely recommend this product to any individual suffering from hyperhydrosis. All throughout my childhood I suffered from excessive sweating on my scalp and underarms. For those of you who've felt publicly victimized by this condition, you are not alone. WARNING to first time users: I would recommend using the regular 12% or mild 6.5% Aluminum chloride formula initially. I myself initially utilized the extra strong formula which contained 20% Aluminum chloride and during the first night of application I genuinely felt the most excruciating pain I have ever experienced in my entire life! Start off with the less concentrated formulas or start applying small amounts initially and gradually increase the amount being applied. TRUST ME!""",0
"""I am taking the second cycle now. In general, I'm happy with my experience so far and I'll keep taking it. Negative sides. During the first week, I felt sick to my stomach all the time and I was supertired, but it went away. During the third week, I had mood swings and felt depressed, but I always feel this way a week before my period, so it was normal to me. Also my boobs became larger and it's a little painful to touch them, but that's okay. Positive sides. It feels really good not to worry about becoming pregnant. My sex drive is the same or even increased, weight is the same, appetite doesn't seem to increase. Period is less heavy, skin is better, acne is disappearing.""",0
"""This is an old medication. The price has gone up incredibly and for no apparent reason other then profits for the manufacturer. Medicare programs do not cover this Rx and all my doctors recommend that I stay on this Rx. We are being ripped off!""",0
"""I first decided to try the patch after trying the pills for several months. I liked the idea of only having to worry about changing it once a week as oppose to having to worry about the pill every day. At first everything was perfect, I had some spotting here and there but nothing major. My mood was normal and I had no weight gain. The downside of it for me were the headaches. I got terrible headaches from it.""",0
"""I'm a 26 year old woman. After suffering from depression and anxiety for most of my life, I finally decided to seek help from my doctor and he recommended that I try Escitalopram for a month to see if it helps. I didn't ever think I would feel ""normal"" but this medication has literally saved my life. I had mild side effects when I first started taking it (gas, nausea, lack of appetite, excessive yawning, and my tongue went a little numb), but they have subsided now at two weeks and I'll I'm left with is feeling balanced! I feel wonderful. I do take it at night because I found it worked better for me and insomnia that I've suffered from for years has gone away. I have gotten my life back.""",0
"""I've been on Generess Fe for several months now. I went on it to alleviate pain from a small functional ovarian cyst and for the first couple months I totally forgot about the cyst, this past month has been slightly more painful but it still is a great remedy for functional cysts. I have very light periods, about every other month. I think my sex drive has gone down a little but it isn't that noticeable. I did have a scare when I went on some antibiotics that I realized made the birth control ineffective for the week, but it all ended well, so just be aware that there are some interactions. I went on this after being on Junel, which made me break out and get very nauseous. Generess has worked very well for me!""",0
"""I have a life on Maxalt. 
Thank you""",0
"""I have been on this medication for 4 almost 5 days now,I eat clean and exercise like clock work everyday,including doing 15-20 miles on a manual incline treadmill,I could not get anymore weight off no matter what I did,although I got off the insulin! My doctor started me on this medicine and in almost 5 days time I have dropped 7 pounds and my BS is 100 I am hoping it stays this way and I keep losing.""",0
"""I've been taking maxzide-25 for over a year and it definitely keeps the fluid from hanging around the ankles. I initally had a mild nagging headache the first 3 days, after that no problems.""",0
"""I now suffer from excessive tiredness and lack of energy and I am consulting my GP about an alternative treatment.""",0
"""I have never heard of this product until yesterday.I get terrible nausea with my headaches. I am on narcotics for the headaches, but when the nausea comes on, I am unable to take my headache medicine, because I just usually feel even more nauseas, because of this are times, I have to go to the ER to help with the pain and nausea. My husband had to work, and I just couldn't think about going to the ER and sitting in the waiting room for hours.I tried to get my doctors to call me something in, but again, I needed something now not later.My husband, brought this home, along with some tums and a product called nauzene.I was very impressed with the Emetrol.I am happy to say that, I did not throw up, and I still have half a bottle of this left..""",0
"""I was having sex with my boyfriend and somewhere in the mist of it all out condom broke . We started to freak and regret all our life decisions. I took the pill about an hour and a half later and began to immediately feel tired afterwards . It lasted for about two days along with bad mood swings , frequent head aches ..nothing to bad..and a few cramps here and there . despite all the side affects, waiting is definitely the worst part. When I didn't get my period on the day I was supposed to I began to panic . I even went out and bought pregnancy test that came back negative . Sure enough today , my period came, 3 days late . I have never been so happy to see blood in my entire life . This pill is a life saver !!""",0
"""Woman of Cuban and Puerto Rican heritage 5'1 and 179 pounds. I wish I could say this was genetic but I just always seemed to be famished and liked my sweets. I have seven months experience and am 43 pounds lighter. I started with diet but once the pound came off I got excited and started biking after the first month to speed things up. Side effects few headache and I was tired initially. Now I sleep easily and don't get tempted by pretty much anything.""",0
"""After first month of taking Epclusa, I am undetectable!""",0
"""I have tried the pill and Depo

I didn't mind the pill except I had to take it every day and it made my boobs grow which I hated

I HATED Depo because it made me depressed and fat

Just got Skyla inserted yesterday, I like the idea of an IUD because I get to keep it for 3 years. The insertion process was not bad at all, honest to God. I didn't even know my gyno put it in. However, 10 minutes later I fainted in the waiting room which I am told is a normal reaction. They had to keep me until I regained color and was coherent. The cramps yesterday were AWFUL. 

Today I feel great, minimal cramps and I am able to move around just fine. 

Can't wait to continue Skyla for the next three years!""",0
"""I am in shock as to the MIRACLE of Olanzipine. A 2 year severe depression, with extreme anxiety, insomnia, and paranoia DISAPEARED the first week on this medicine. Before, my depression was so bad, I stopped brushing my hair, I could barely function, my sadness so profound. After 1 week on Zyprexa, I am finally back to myself, taking good care of myself, sadness is 90% gone, smiling again!""",0
"""In College I had a bad reaction to a medication and spent the entire day in bed and throwing up until my roommate gave me Dramamine and it completely took away the vomiting and helped me go to sleep. """,0
"""I've been on this pill for about 5 months now. Besides the frequent spotting I experienced during the first 2 months, I have no complaints! No change in my weight, emotions, sex drive, acne (if anything my skin has been better). My boobs experienced some minor swelling for only about a month. Overall, I do believe this pill is something you definitely have to give your body some time to get used to but once it does, you will be super content! Hang in there ladies""",0
"""I've been on clomipramine 15 years now and basically saved my life. I suffer terrible panic attacks but they stopped straight away/. I come off my 25 mg tablets for 9 months, felt good but slowly my panic attacks came now back on 25 mg and feel good again.""",0
"""Accutane was great for me. I had moderate acne and after taking Accutane for only 2 weeks it cleared up my skin. I kept clear all throughout my 5 month treatment and now I've been off of it for almost a month, still clear.  The chapped lips is easily treatable and dry skin just needs a little lotion.  Overall very worth it.""",0
"""I have had a great experience with Klonopin. It has really saved my life. I tried Buspar and other SSRIs to help with my Anxiety but they never really took care of it. I was in a really bad funk about 6 months ago and the anxiety just kept building up. I went to my psych doc and she prescribed me Klonopin as needed at about 0.5mg a day. It makes me feel good through most days but with increased stress at work I feel I have to take a little more. I say, if it works take it. 10 out of 10 for me. It has given me back my life.""",0
"""I used Accutane about a year ago and it did wonders for my skin. As for side effects, I had dry lips but it was not a problem. I took the medication for five months and it cleared my acne. I had never felt so good about myself. After six months of taking it, my acne came back. I heard that you sometimes have to go on a second round with it before it totally clears your acne for a long time. Accutane is the best and I highly recommend it to anyone who tried everything to clear their skin. It is expensive but worth it.""",0
"""I take Abilify and Lexapro together for Tourette's Syndrome and the results are excellent. If you have tics which make you uncomfortable in any way, I highly suggest going to a Psychiatrist who specializes in TS and discussing these medications.""",0
"""I've been taking YAZ for over a year now and I'm proud to say I have nothing negative to say about it. Everythings been well, I've got lighter and shorter periods, which I love! No abnormal things happening like mood swings or hairloss like other are experiencing. I think it really just depends on the person whether this pill is right for you, no 2 girls are the same in that area. I recommend it.""",0
"""I have been on Remicade since I was 7 years old when I developed crohns disease, I am 26 years old this year. For the past 19 years I have been receiving this medicine and it has kept me healthy. You do need to find a cycle be it 4, 6 or 8 weeks for your infusions. I do every 6 weeks and it keeps my symptoms minimal. The day of and the day after the infusion I feel like crap, tired, painful joints, but after that wears off I feel a lot better than before the infusion.""",0
"""I've been using this pill for 3 months. It's been great! Only side effects I've experienced are the VERY RARE bad headaches. Haven't had any weight gain, bloating or anything. I was really nervous about taking birth control but it's been a really good experience! Try it out and see if it fits your body well. I like it.""",0
"""Gone ate daily headaches,  skin has cleared up, stabbing pains in hips and lower back are gone, restless leg syndrome gone, pins and needles in feet gone, muscle pain in legs from a daily seven on the pain scale to a two. Foggy brain very much improved. Severe fatigue almost non-existent. I'm exercising for the first time in two years and very grateful.""",0
"""Czech/norwegian male 51 yo first symptoms 10y ago undiagnosed until Mar 2017.  Prescribed soolantra.  I had an overnight improvement.  Second  day clear skin.  If I use it before bedtime, it will remove all symptoms with 1 or 2 applications/ day for months.  Not a cure, but maybe my mites aren't as aggressive?""",0
"""I had started bc w/o my parents knowing & went to planned parent hood to request bc. I get my prescript. For $9. I've been on it for almost a month now. I'm halfway through the third week, the next week is the white pills. I had started the birth control OFF my period, I started on 10/18 at 7 pm. My period usually comes around the 30th I have not had a period yet. I had VERY LITTLE break through bleeding for a short week, and little cramps the first night. The next day I was very tired and hungry. After that day everything was normal except for bloating which was fine.My boobs have gotten slightly bigger & I've gained 5 lbs, which I wanted to gain weight.also I've been wanting sex a bit more, if some ladies are worried about their libido.""",0
"""I've been on this medication for 5 months now and I love it! I had a little bleeding between my periods the first month or two, but now nothing. And my periods are so much lighter! The only problem I have is that it's about $40 even with my insurance, but otherwise I love it!""",0
"""Have been taking it for 6 years (120 milligrams) no side effects.""",0
"""Diagnosed with general anxiety disorder.  Would have obsessive thoughts non stop, losing sleep sometimes.  Started taking buspar 5mg twice a day.  Hands felt tingling and head a little cloudy but no other real side affect.  Increased up to 10mg.  Immediately saw improvement, no more obsessive thoughts that would normally slow me at my work.  Been on it for almost a year now and have no side affects.""",0
"""I have used Humira for about 1 year and 4 months.  This has been great.  I still use the Clobex spray on the tough spots that seem to never clear up.  But, they are very small.  If you are suffering from psoriasis then I would recommend trying Humira for sure.  The warnings they give make me a little nervous however.  I had moderate Psoriasis that seemed to be getting worse with time.  I had large places on my shins and was getting places on my scalp and my back and chest.  I thank my Doctor every time I see him for offering Humira to me.  I hope it keeps working with no side effects.  I am 46 years old and this Psoriasis hit me about three years ago from nowhere, no family history of it.""",0
"""I've had nexplanon in for the past few months with almost no symptoms. After having specifically asked if here was any connection between birth control and weight gain (and being told there is no correlation) I made sure to continue my regular workout routine and I have yet to gain weight. Every women's body is different, some react differently than others. My friend is on her 2nd round and 5th year with the implant and has not had any negative side effects. The insertion took 2-3 minutes and I have a dot of a scar but that's it! If you see that it is not for you then you can always get it removed easily. I was lucky to have the entire procedure and implant free under my health insurance.""",0
"""Glad to have it available to me.""",0
"""I've been on Paxil for about 8 years now. I take 10 mg a day. Paxil gave me my life back. I was incapacitated by fear before I started taking it. My panic disorder had progressed over 14 years to the point that I was afraid to go in other people's cars, to drive on the expressway, to fly in planes, of meetings at work, and the list goes on. Now after 8 years, I am capable of doing all those things. I'm still not crazy about flying but I do it. I don't think about what I'm afraid of all the time. It doesn't cross my mind anymore to be afraid. Only rarely. The only downside it the weight gain and memory issues.""",0
"""I put both bottles in a ziplock bag filled with ice in my fridge 3 hours before my first dose (I think this helped a great deal to make it able to drink quickly). Started Suprep at 6 pm - drank 16 oz mixture in 20 minutes - started 1st 16 oz of water 5 minutes later then immediately started 2nd 16 oz of water.  Was done with water by 7 pm. Had to go to bathroom for first time about 30 minutes after drinking Suprep - after about 20 minutes, I was able to take 2 Gas-x tablets as directed. Visited bathroom for the next hour on a regular basis. By 8.30 pm the rush to get to the bathroom was over. Hopefully the 6.45am prep will go as well.""",0
"""Great for dental pain. Toradol was better than the narcotics prescribed (Lortab) for managing the pain.""",0
"""For the first month and a half I was extremely hungry and gained weight, although I did not realize it and just blamed it on the pill. I was also very tired. Then the hunger pains went away and I started to gain my energy back so I naturally lost weight. The Acne started to go away but now almost finished with the third pack I am having a flare up. It is probably normal and I just need to give it some more time. Overall, I am very happy with this pill and I have been on a few.""",0
"""Bought this not reading up on the reviews before hand and I'm glad I didn't because I didn't witness any of the terrible side effects. After about an hour I did begin to notice it was a little itchy but nothing Too distracting. I iced it a little which did help a lot. After about 3 hours and a little icing, I decided to put the itch cream on and I now Don't feel any pain and it's been over 5 hours. I'm completely content with this product and I most likely will use again when I get another YI but I will try at night this time incase it gets in the way of my day.""",0
"""My psych had a very serious discussion with me about my 14 years on Ambien and even longer in Zolpidem. BOTH CAUSE ALZHEIMERS AND DEMENTIA. So I am now taking Belsomra with great success. 10mg to start and increased dose next week. My Klonopin was replaced by Lyrica. I fell asleep right away, no nightmares or symptoms and woke wide awake and cheerful.""",0
"""I have been on Saxenda since about the middle of May, down 30lbs and I follow a 1800 calorie diet. I have been very lucky as I have not had many side effects. little nausea for a few weeks and when I upped to the 3mg dose I was exhausted for a couple weeks. They have both seem to have subsided now though. This is a great tool to learn how to eat properly and listen to your body. It does curb appetite but some of it will return, but just remember that because you are hungry doesn't mean you have to eat. As with all weight loss you have to teach yourself proper eating techniques. If you want this drug to work you cant be eating scrap all day and expect results. I definitely recommend this to people who have a hard time saying ""no"" to food lol""",0
"""Having had migraines for literally over half my life, hitting &gt;7 on the pain scale for around 25 days of the month, and trying pretty much every tablet for my migraines that I possibly could, Botox has brought me down to &gt;7 for around 12-15 days a month. It may not sound like a lot but I'm only stuck in bed for 3-5 days instead over half the month. It's given me some resemblance of a life. Only disadvantages for me is it hurts a lot and stings, and I'm terrified of needles! Also I got it free on the NHS (UK)""",0
"""I have had extremely positive effects from this drug, but I do have to take Prozac with it as it causes mood swings or depression with me.""",0
"""With it, calm and restoring nights, without middle of the night or too early awakenings.""",0
"""This medicine has been amazingly helpful. After being misdiagnosed with depression I began taking this once my bipolar symptoms were diagnosed correctly. For those of you who may not think the drug works, I wonder if your doctor is doing a blood test to determine if your dosage meets the therapeutic level. Also, I learned the hard way that birth control pills totally negate the effect of Lamictal. It took a while to straighten that one out. Thanks to all for writing in.""",0
"""The pain in my lower back due to some extreme exercise moves reacted immediately to this medication.  The first sign of improvement was when I lifted myself out of bed first morning after starting: 800 mg 3x a day.  However, ended up in the hospital a couple of days later due to severe nausea and loss of consciousness.  May be a combination of things that were going on. Still on it after about two weeks, and I am experiencing nausea and loss of appetite, as well as sleepiness.  Physical therapy along with this is working well.  I am about to ask the doctor if I can only take as needed.""",0
"""Very successful. Yes 1st 3 days chills, fever like symptoms, but very effective. 1st and last infusion a year ago.""",0
"""I have been taking Mobic for 4 years now. Having a herniated bulging disc it helped me so much. I had an operation (laminectomy) to cut away part of the disc. 2 years later after the op I have the same problem again along with nerve pain. Without Mobic I couldn't walk. I also take Oxycontin to relieve all pain. I hear all stories how Mobic damages your liver etc. I've tried twice to come off it, but straight away the pain is severe along with headaches. """,0
"""Iv had an awful  year with my cycle . Last October  i got the depo (the injection) was due to get my 2nd one in January. But i passed because  from the end of November 2015 until April 2016 i had constant bleeding every day from 9-1 and 4-8 . It finally stopped and i went may june and july with no period  it was great but then i got them back the end of July and the pain was unbearable went on for 2 weeks i rang my doc explained everything and she has put me on the patch . So far i love it this is only my 3rd week so still early days but my cycle is starting  to return to normal  the only side effect im having is im very low on energy but nothing  a berocca or two wont cure """,0
"""I was prescribed this for my acne along with several other creams and within a month my mild acne problem was cleared up, but if I stopped taking the pills completely I would break out so instead I slowly went off the medicines and now I'm taking one every other day and have clear skin. This medicine works wonders.""",0
"""This medicine is a lifesaver. I felt like my life was over. I was in constant pain day and night. I could not sleep, I was constantly depressed. Fibromyalgia took my life away. Cymbalta gave me my life back. I recommend this to anyone with these symptoms.""",0
"""I was on Lexapro for a year and decided to come off because of weight gain. The weight gain was mostly the result of not really caring about working out and the food I was eating. I'm sure that could be controlled with a little more willpower on my part.  Other than that this medicine saved my life. I have had several episodes of depression with significant anxiety. I tried other SSRIs and experienced terrible side effects, mainly increased anxiety and severe insomnia. While Lexapro did cause some increased anxiety for the first few days it was manageable and after about 7 weeks I felt great and back in control of my life. I have been off of it for 3 months and my symptoms are returning. So I am going back on it and plan to stay on it.""",0
"""Remicade is a lifesaver.  Before Remicade, I was spending a huge amount of my time in the tub soaking because I was itching so badly.  Not anymore!  For the first time in 15 years, I am ready to wear short sleeves in public!  I have had no side effects and am about to take my 12th treatment next week.  Don't be afraid to give it a try; it's so worth it!""",0
"""After a back injury and subsequent surgery I tried several medicines for the lingering nerve pain in my left leg.  Nothing worked without severe side effects until trying Cymbalta.  The first couple of weeks the nausea was almost unbearable but I toughed it out hoping for some relief of the aching in my left leg.  Pain pills had zero effect on the radiating pain so my doctor prescribed Cymbalta.  It did take a couple of weeks to see any relief to my pain.  Although the pain is not totally gone it has gone from a 10  down to a 7 so for me this is a great improvement.""",0
"""Ok so I am going on my third week of topamax I have seizures uncontrollably migraines and obesity so let me begin with saying this I have noticed a significant change in my body as far as the weight loss goes 6pds since I have been on it and still loosing however I have lost my appetite I have no desire to eat I may eat one time a day that's the only downside I have noticed a change in carbonated drinks they don't taste the same anymore I am currently coming off tegortol which was only treating my seizures and I was gaining so much weight so I'm thankful that topamax is working for me and i only have to take one pill a day to treat all my ailments""",0
"""When I was diagnosed with Sjogren's it was advised I start taking Plaquenil. I avoided it for months because I felt I had enough symptoms already without any side effects from medication. However it became quickly apparent that the fatigue and pain were not going to allow me to continue working being in my twenties at the time, this was NOT an option so I gave in and gave the Rheumatologist my consent.

6  years later, I have no complaints. I work full time and on the occasions that I forget to take my Plaquenil for a day or two, I notice a substantial difference; pain, unbearable fatigue, etc. and overall being unable to find energy enough to live my daily life. I am completely derailed without it.""",0
"""I am a 40 something women with moderate hormonal acne.  Did one round of Accutane with good results-but acne returned. Tried every other medicine and cream with no luck.  Finally tried Bactrim and saw results in 2 DAYS!  Been on it a week and have results better than Accutane. """,0
"""I was 50, had my prostate removed then let it go at 55. Had a PSA above 400, my weight dropped to 105lbs thought I was going to die then had 15 radaiaton treatments and started Lupron shots. PSA dropped, I came back to life now I an 63 still getting Lupron shots every 6 months sure there are some side effects but its better than being dead if you have cancer. I hope something works for you.""",0
"""Clarifoam EF is a wonderful product.  I have Rosacea and seb/derm and this has been the only thing that doesn't sting or burn.  And it actually works.  My dermatologist told me to leave it on, and I use it with Halog and Hylatopic Plus foam moisturizer.  For cleaning, he recommended CeraVe Hydrating cleanser.  It's even more gentle than Cetaphil.""",0
"""So I was a lil weary when I was prescribed this. I had tried a bunch of other ""Clinical Strength"" products and nothing really worked. But I gave it a go anyway. I have to say I'm amazed. The first night I used too much and it burned, but the next day I had not a drop of sweat under my arm. Nothing....dry as a bone. I am so glad, this medicine is like a miracle to me.""",0
